age,ittiham_derece,race,sex,onceki_cinayetler,saxlanma_gun_ferqi,risk_bal,risk_qiymeti,yeniden_cinayat
23,F,African-American,Female,0,-1.0,2,Low,0
53,F,African-American,Female,0,0.0,1,Low,0
23,F,African-American,Female,0,-1.0,7,Medium,0
26,F,African-American,Male,5,-1.0,7,Medium,1
25,F,African-American,Male,6,-1.0,6,Medium,0
27,F,African-American,Male,4,0.0,9,High,1
29,M,African-American,Male,1,-1.0,4,Low,0
31,M,African-American,Male,0,-1.0,2,Low,0
41,F,African-American,Male,8,-29.0,6,Medium,1
25,M,Caucasian,Male,0,-2.0,2,Low,0
47,M,Caucasian,Male,0,-1.0,1,Low,0
37,F,African-American,Male,4,-1.0,2,Low,0
35,F,African-American,Female,4,-1.0,5,Medium,0
24,M,Caucasian,Male,1,0.0,4,Low,1
21,F,Caucasian,Male,2,-1.0,9,High,1
22,F,Caucasian,Male,0,0.0,4,Low,1
57,F,African-American,Male,11,-1.0,6,Medium,0
48,F,Caucasian,Male,0,-1.0,7,Medium,0
37,F,African-American,Female,3,-1.0,7,Medium,0
31,M,Caucasian,Male,0,0.0,1,Low,0
22,F,African-American,Male,1,-1.0,9,High,1
31,M,Caucasian,Male,2,0.0,3,Low,0
24,F,African-American,Male,0,-1.0,5,Medium,1
32,F,African-American,Male,22,0.0,9,High,1
63,M,African-American,Male,0,-1.0,1,Low,0
20,F,Caucasian,Male,0,-1.0,4,Low,0
24,M,African-American,Female,1,0.0,5,Medium,1
36,M,African-American,Female,1,-1.0,2,Low,0
28,F,Caucasian,Male,2,0.0,6,Medium,0
36,F,African-American,Male,3,-1.0,2,Low,1
33,M,African-American,Female,0,-1.0,2,Low,0
39,F,African-American,Male,0,0.0,3,Low,0
30,F,African-American,Male,17,-4.0,10,High,1
24,F,African-American,Male,1,-1.0,1,Low,1
35,F,African-American,Male,7,-1.0,6,Medium,0
24,F,African-American,Male,0,-1.0,3,Low,0
26,F,Caucasian,Male,8,-1.0,4,Low,0
28,F,African-American,Male,14,-1.0,7,Medium,1
32,M,African-American,Male,0,-1.0,5,Medium,0
32,M,Caucasian,Female,1,-1.0,3,Low,1
33,M,African-American,Male,5,0.0,8,High,1
29,F,African-American,Male,16,-1.0,10,High,0
34,M,Caucasian,Male,1,-1.0,3,Low,1
43,M,Caucasian,Male,0,0.0,1,Low,0
47,F,Caucasian,Male,2,-3.0,4,Low,0
25,M,African-American,Male,3,0.0,6,Medium,1
23,F,African-American,Female,1,-1.0,3,Low,0
39,M,Caucasian,Male,2,-1.0,2,Low,0
35,F,African-American,Male,13,-1.0,8,High,1
43,F,African-American,Male,20,0.0,8,High,0
25,F,African-American,Male,3,-1.0,8,High,1
48,F,African-American,Male,25,-1.0,10,High,1
22,M,African-American,Male,1,28.0,7,Medium,1
52,M,African-American,Male,9,-1.0,8,High,1
26,F,Caucasian,Male,5,-1.0,4,Low,1
67,M,African-American,Male,4,-1.0,7,Medium,1
34,M,African-American,Male,4,-1.0,2,Low,0
56,M,Caucasian,Male,4,-1.0,1,Low,0
28,F,African-American,Male,1,-1.0,4,Low,1
29,M,African-American,Male,2,-1.0,4,Low,0
37,F,African-American,Male,6,-1.0,5,Medium,1
51,F,Caucasian,Male,0,-1.0,1,Low,0
20,M,African-American,Male,1,-2.0,7,Medium,1
26,M,Caucasian,Male,4,0.0,7,Medium,1
39,M,Caucasian,Female,1,-1.0,2,Low,1
21,F,African-American,Male,1,-1.0,8,High,0
21,F,African-American,Male,1,-1.0,9,High,1
24,F,Caucasian,Male,3,-1.0,4,Low,1
26,M,African-American,Male,4,-1.0,8,High,1
48,F,Caucasian,Male,1,0.0,2,Low,0
24,F,African-American,Male,5,-1.0,5,Medium,1
26,F,Caucasian,Male,0,0.0,4,Low,0
46,F,Caucasian,Male,0,-1.0,1,Low,0
24,M,African-American,Male,7,-1.0,9,High,0
21,M,Caucasian,Female,0,-1.0,5,Medium,0
24,F,African-American,Male,1,-1.0,3,Low,1
36,M,African-American,Male,9,0.0,8,High,0
30,F,African-American,Male,5,-1.0,4,Low,1
22,F,Caucasian,Female,1,-23.0,6,Medium,0
25,F,African-American,Male,0,-1.0,9,High,1
31,M,African-American,Male,25,-1.0,8,High,1
24,F,African-American,Male,0,-1.0,4,Low,0
39,F,African-American,Male,13,-1.0,8,High,1
30,F,African-American,Female,4,-5.0,3,Low,0
40,F,Caucasian,Male,0,0.0,2,Low,0
52,F,African-American,Female,0,-1.0,1,Low,0
23,F,African-American,Male,3,-1.0,9,High,0
26,M,African-American,Female,1,-1.0,2,Low,0
22,F,Caucasian,Male,1,-1.0,8,High,1
42,F,Caucasian,Male,3,0.0,4,Low,0
23,F,African-American,Male,6,-1.0,10,High,1
28,F,African-American,Male,1,-1.0,3,Low,0
50,F,Caucasian,Male,1,-1.0,1,Low,0
32,F,African-American,Male,1,-1.0,7,Medium,0
51,F,African-American,Male,3,-1.0,2,Low,0
19,M,Caucasian,Male,1,-1.0,4,Low,1
32,F,African-American,Male,4,0.0,5,Medium,0
31,F,Caucasian,Female,1,-22.0,3,Low,1
29,F,African-American,Female,1,7.0,5,Medium,0
26,F,African-American,Male,9,-1.0,7,Medium,1
27,F,Caucasian,Male,0,-1.0,10,High,1
52,F,Caucasian,Male,1,-1.0,1,Low,1
28,M,African-American,Male,3,-1.0,6,Medium,1
32,F,African-American,Male,3,-1.0,1,Low,1
27,M,African-American,Male,5,0.0,3,Low,1
42,M,Caucasian,Female,0,0.0,1,Low,0
33,F,African-American,Male,0,-1.0,2,Low,1
28,M,Caucasian,Female,3,-1.0,4,Low,0
53,M,Caucasian,Female,0,-1.0,1,Low,0
24,F,Caucasian,Male,0,-1.0,2,Low,0
39,M,African-American,Male,6,-1.0,7,Medium,1
22,F,African-American,Male,1,0.0,7,Medium,1
46,F,African-American,Male,2,0.0,2,Low,1
25,M,African-American,Male,0,0.0,2,Low,0
52,F,Caucasian,Male,1,-5.0,5,Medium,0
28,M,African-American,Male,4,-1.0,2,Low,1
57,F,Caucasian,Female,1,-4.0,1,Low,1
49,F,African-American,Male,3,-1.0,1,Low,1
21,F,African-American,Male,2,-1.0,9,High,1
32,F,African-American,Male,19,-1.0,10,High,1
63,M,African-American,Male,3,-1.0,9,High,0
29,F,Caucasian,Male,2,0.0,3,Low,0
46,M,African-American,Male,0,0.0,1,Low,0
28,M,African-American,Male,10,-1.0,7,Medium,1
27,F,African-American,Male,1,-3.0,2,Low,0
33,M,Caucasian,Female,1,0.0,1,Low,0
32,F,African-American,Male,14,-1.0,9,High,1
24,F,African-American,Male,2,-1.0,7,Medium,0
26,F,African-American,Male,5,-1.0,10,High,1
25,F,Caucasian,Male,1,-1.0,5,Medium,0
21,F,African-American,Male,1,-1.0,8,High,0
25,M,African-American,Male,2,-1.0,2,Low,1
22,F,African-American,Male,6,-1.0,7,Medium,1
26,F,Caucasian,Female,0,-1.0,6,Medium,0
20,F,Caucasian,Male,0,-1.0,4,Low,0
30,M,African-American,Male,1,-1.0,5,Medium,1
45,F,African-American,Male,0,-3.0,5,Medium,1
33,F,African-American,Male,7,0.0,7,Medium,1
35,F,Caucasian,Male,2,-1.0,1,Low,0
41,F,Caucasian,Male,5,-1.0,1,Low,0
23,M,Caucasian,Male,0,0.0,3,Low,0
21,M,Caucasian,Female,0,-1.0,5,Medium,1
54,F,African-American,Male,0,-1.0,1,Low,0
27,F,African-American,Male,10,-1.0,6,Medium,1
22,M,Caucasian,Male,0,-4.0,3,Low,0
23,F,African-American,Male,2,-1.0,6,Medium,1
36,M,African-American,Male,5,-20.0,8,High,1
29,F,African-American,Male,10,-1.0,7,Medium,1
54,M,African-American,Male,4,-1.0,5,Medium,1
22,M,Caucasian,Male,2,-1.0,5,Medium,1
26,M,African-American,Male,0,-1.0,4,Low,1
20,F,African-American,Female,0,-1.0,4,Low,0
52,M,African-American,Male,6,0.0,1,Low,1
29,F,African-American,Male,0,-1.0,1,Low,0
23,M,African-American,Female,6,-18.0,7,Medium,0
35,M,African-American,Male,1,-1.0,1,Low,0
32,F,Caucasian,Male,8,-4.0,9,High,1
21,M,African-American,Male,1,-18.0,7,Medium,1
30,M,African-American,Male,4,-1.0,4,Low,1
30,F,African-American,Female,3,-1.0,4,Low,0
23,F,African-American,Male,2,-1.0,7,Medium,1
32,F,Caucasian,Male,8,-2.0,4,Low,0
29,F,African-American,Male,6,-1.0,10,High,1
42,M,Caucasian,Male,0,0.0,1,Low,0
21,F,African-American,Male,0,0.0,8,High,1
22,M,African-American,Female,0,-2.0,3,Low,0
29,M,African-American,Male,0,-1.0,2,Low,0
30,F,African-American,Male,6,-1.0,5,Medium,1
51,M,African-American,Male,17,0.0,4,Low,0
24,F,Caucasian,Male,2,-27.0,6,Medium,0
23,M,African-American,Male,2,-1.0,7,Medium,0
36,F,African-American,Male,5,-1.0,4,Low,0
39,F,African-American,Male,1,-9.0,6,Medium,0
29,F,African-American,Male,2,-1.0,6,Medium,0
44,F,Caucasian,Male,6,0.0,3,Low,0
25,F,African-American,Male,2,-1.0,5,Medium,0
31,F,African-American,Male,0,0.0,10,High,0
35,M,African-American,Male,17,-1.0,7,Medium,1
27,M,African-American,Male,11,-1.0,10,High,1
33,F,African-American,Male,1,0.0,5,Medium,0
28,F,African-American,Male,6,-1.0,9,High,1
60,F,Caucasian,Male,1,-1.0,1,Low,0
54,F,African-American,Female,0,-1.0,1,Low,0
24,M,Caucasian,Male,3,-1.0,4,Low,0
75,F,African-American,Female,5,-1.0,1,Low,0
36,F,African-American,Male,16,0.0,5,Medium,1
25,M,African-American,Female,5,-1.0,7,Medium,1
46,F,Caucasian,Male,0,-1.0,1,Low,0
27,F,African-American,Male,1,0.0,2,Low,0
28,M,African-American,Male,3,0.0,3,Low,1
42,M,African-American,Male,13,-1.0,8,High,1
59,M,African-American,Male,2,0.0,1,Low,0
39,F,Caucasian,Male,1,-15.0,1,Low,0
46,M,Caucasian,Male,5,-1.0,4,Low,0
55,F,Caucasian,Male,2,-1.0,1,Low,0
35,M,African-American,Male,1,-4.0,10,High,1
43,M,African-American,Male,0,-1.0,1,Low,1
53,M,Caucasian,Female,0,0.0,1,Low,0
21,M,African-American,Female,0,-1.0,5,Medium,0
55,F,African-American,Male,17,-1.0,10,High,1
27,F,African-American,Male,1,-1.0,3,Low,1
40,F,African-American,Male,0,-1.0,1,Low,0
37,M,Caucasian,Female,0,-1.0,1,Low,0
32,M,Caucasian,Male,2,-1.0,2,Low,1
32,M,African-American,Male,2,-1.0,2,Low,0
36,M,African-American,Male,4,-1.0,5,Medium,1
31,F,African-American,Female,0,-1.0,8,High,0
26,F,African-American,Female,4,0.0,7,Medium,1
50,M,Caucasian,Female,30,-1.0,6,Medium,1
47,F,African-American,Male,4,0.0,3,Low,0
36,F,African-American,Male,2,-2.0,3,Low,0
38,F,Caucasian,Female,0,-1.0,1,Low,0
53,F,Caucasian,Male,0,-1.0,1,Low,0
53,F,African-American,Male,2,-1.0,3,Low,0
57,F,African-American,Male,19,-1.0,7,Medium,0
22,F,African-American,Male,5,-1.0,8,High,1
21,F,African-American,Male,0,-5.0,10,High,1
26,F,African-American,Male,0,-1.0,3,Low,1
27,F,African-American,Male,2,-1.0,5,Medium,0
49,F,Caucasian,Female,4,0.0,5,Medium,0
47,F,Caucasian,Male,1,-1.0,3,Low,1
30,F,African-American,Male,8,-1.0,10,High,1
44,F,Caucasian,Male,3,0.0,1,Low,0
34,F,African-American,Male,1,-17.0,1,Low,0
45,F,African-American,Male,10,-1.0,3,Low,1
50,M,Caucasian,Male,2,0.0,1,Low,0
29,M,Caucasian,Male,1,0.0,6,Medium,0
26,F,Caucasian,Male,0,0.0,4,Low,0
22,F,African-American,Female,1,-1.0,6,Medium,1
49,F,Caucasian,Male,0,0.0,1,Low,0
49,F,African-American,Male,1,0.0,3,Low,1
59,F,Caucasian,Male,2,0.0,1,Low,0
32,M,Caucasian,Male,6,-29.0,5,Medium,0
24,M,African-American,Male,1,0.0,2,Low,1
32,F,African-American,Male,0,0.0,1,Low,0
27,F,African-American,Male,9,-1.0,10,High,1
25,M,Caucasian,Male,2,0.0,8,High,0
20,M,Caucasian,Male,0,-1.0,5,Medium,1
37,M,African-American,Male,18,-1.0,9,High,0
30,F,Caucasian,Female,5,0.0,10,High,1
23,F,African-American,Male,1,0.0,6,Medium,1
20,F,African-American,Female,0,0.0,8,High,0
50,F,Caucasian,Male,8,-14.0,2,Low,0
50,F,African-American,Male,7,-1.0,2,Low,0
40,F,Caucasian,Male,3,-1.0,1,Low,0
24,F,Caucasian,Female,2,-1.0,7,Medium,0
23,F,African-American,Female,3,-1.0,5,Medium,1
54,M,Caucasian,Male,3,-1.0,1,Low,1
25,M,Caucasian,Male,4,-10.0,10,High,0
46,M,Caucasian,Male,1,-2.0,1,Low,0
22,M,Caucasian,Female,0,-1.0,3,Low,0
32,F,Caucasian,Female,1,-1.0,2,Low,0
25,M,African-American,Male,0,-1.0,3,Low,1
33,F,African-American,Male,16,-2.0,9,High,1
33,M,African-American,Male,4,-1.0,5,Medium,1
24,F,African-American,Male,0,0.0,2,Low,0
33,M,African-American,Male,12,-1.0,9,High,1
37,M,Caucasian,Male,0,-1.0,2,Low,0
40,M,Caucasian,Female,0,0.0,1,Low,0
43,F,African-American,Male,9,-1.0,6,Medium,1
35,F,African-American,Male,5,-1.0,6,Medium,1
25,F,African-American,Male,11,-1.0,9,High,1
61,F,African-American,Male,1,0.0,1,Low,1
52,F,African-American,Female,1,-28.0,1,Low,0
39,M,African-American,Male,1,0.0,2,Low,1
47,F,African-American,Male,5,-1.0,4,Low,0
52,M,Caucasian,Female,6,0.0,7,Medium,0
37,M,Caucasian,Male,0,0.0,1,Low,0
24,F,African-American,Female,0,-1.0,7,Medium,0
34,F,African-American,Female,14,-1.0,9,High,0
25,M,Caucasian,Male,1,0.0,3,Low,1
62,M,Caucasian,Female,0,0.0,1,Low,0
23,F,Caucasian,Male,0,-1.0,3,Low,1
60,F,Caucasian,Female,0,0.0,7,Medium,0
35,M,Caucasian,Male,0,-1.0,1,Low,0
24,F,African-American,Female,0,-1.0,7,Medium,0
30,M,Caucasian,Male,0,0.0,1,Low,0
35,F,Caucasian,Male,4,-1.0,5,Medium,1
28,M,Caucasian,Female,0,-1.0,4,Low,0
56,F,African-American,Male,0,-1.0,1,Low,0
23,F,African-American,Male,2,-1.0,2,Low,1
23,M,Caucasian,Male,1,-1.0,2,Low,0
21,F,African-American,Male,0,0.0,9,High,1
35,F,African-American,Female,2,-1.0,5,Medium,0
33,M,Caucasian,Male,3,0.0,3,Low,0
41,M,African-American,Male,9,-1.0,9,High,0
24,F,African-American,Male,0,-1.0,5,Medium,0
28,F,African-American,Male,9,-1.0,8,High,1
49,F,African-American,Male,3,0.0,2,Low,0
21,F,African-American,Male,0,-1.0,3,Low,1
27,F,African-American,Female,3,-1.0,9,High,1
50,M,African-American,Male,4,-3.0,5,Medium,0
23,M,African-American,Female,0,0.0,3,Low,0
34,M,Caucasian,Male,0,-1.0,4,Low,0
25,F,African-American,Male,4,-1.0,5,Medium,1
33,F,Caucasian,Female,2,-1.0,5,Medium,1
29,F,Caucasian,Female,11,-3.0,10,High,1
32,F,African-American,Female,6,-1.0,4,Low,1
52,F,African-American,Male,3,-1.0,1,Low,0
26,M,Caucasian,Female,3,-1.0,3,Low,0
31,F,Caucasian,Male,2,-1.0,3,Low,1
30,F,Caucasian,Female,0,0.0,5,Medium,0
20,M,African-American,Male,0,-1.0,10,High,1
31,F,Caucasian,Male,0,-1.0,4,Low,0
37,M,Caucasian,Female,1,-25.0,3,Low,0
49,F,Caucasian,Male,8,0.0,6,Medium,1
33,F,African-American,Female,1,-2.0,2,Low,0
42,M,African-American,Male,0,0.0,1,Low,0
44,F,Caucasian,Male,0,-1.0,2,Low,1
28,F,African-American,Male,5,-1.0,6,Medium,1
32,F,African-American,Male,4,-1.0,6,Medium,1
28,F,African-American,Male,7,-1.0,7,Medium,1
38,F,Caucasian,Male,0,0.0,4,Low,0
38,F,African-American,Male,3,-1.0,4,Low,0
34,M,African-American,Female,0,-1.0,3,Low,0
21,F,Caucasian,Male,1,-1.0,6,Medium,1
36,F,African-American,Male,1,-1.0,8,High,1
29,M,African-American,Male,0,-1.0,2,Low,1
34,F,African-American,Male,3,-1.0,6,Medium,1
38,M,African-American,Male,1,-1.0,2,Low,0
36,F,Caucasian,Male,0,-1.0,1,Low,0
23,M,African-American,Male,0,-1.0,9,High,0
47,M,Caucasian,Male,0,-1.0,1,Low,0
20,F,African-American,Male,0,0.0,3,Low,0
25,F,African-American,Female,2,-1.0,8,High,1
35,M,African-American,Male,0,-1.0,1,Low,0
28,M,Caucasian,Female,1,-1.0,4,Low,0
24,M,African-American,Male,2,-1.0,5,Medium,1
22,F,African-American,Male,0,-1.0,9,High,0
60,F,African-American,Male,12,-1.0,3,Low,0
33,M,African-American,Male,6,-1.0,5,Medium,0
34,M,African-American,Male,2,-1.0,4,Low,1
24,M,Caucasian,Male,4,-1.0,8,High,0
27,M,African-American,Male,0,-1.0,2,Low,1
29,F,African-American,Male,4,0.0,10,High,1
21,F,Caucasian,Male,1,0.0,7,Medium,1
42,F,Caucasian,Female,0,-1.0,1,Low,1
32,F,African-American,Male,1,0.0,4,Low,0
30,M,Caucasian,Male,3,-1.0,4,Low,0
22,F,African-American,Male,1,-1.0,3,Low,1
20,M,Caucasian,Male,0,-2.0,10,High,1
57,M,Caucasian,Male,0,0.0,2,Low,0
51,F,Caucasian,Male,3,-1.0,1,Low,1
21,F,African-American,Male,0,-1.0,4,Low,0
22,F,African-American,Male,0,-1.0,5,Medium,0
35,F,African-American,Male,4,-1.0,8,High,1
58,F,Caucasian,Male,2,-9.0,3,Low,0
32,F,Caucasian,Female,0,-1.0,1,Low,1
30,M,Caucasian,Male,9,-1.0,6,Medium,1
20,F,African-American,Male,0,-1.0,10,High,1
45,M,Caucasian,Female,5,-1.0,2,Low,0
31,F,African-American,Male,4,-1.0,3,Low,1
53,M,Caucasian,Female,1,-1.0,3,Low,0
44,M,Caucasian,Male,0,-1.0,1,Low,0
44,M,Caucasian,Female,1,-6.0,5,Medium,0
21,F,Caucasian,Male,0,-1.0,2,Low,1
28,M,African-American,Male,0,0.0,1,Low,0
28,M,Caucasian,Male,2,-1.0,1,Low,0
24,F,African-American,Male,0,-1.0,3,Low,1
28,F,African-American,Male,0,0.0,2,Low,0
53,F,Caucasian,Male,4,0.0,1,Low,0
20,F,African-American,Male,1,-24.0,3,Low,0
21,M,African-American,Male,0,-6.0,6,Medium,0
37,M,Caucasian,Male,1,-1.0,1,Low,1
30,M,Caucasian,Male,0,-1.0,1,Low,0
26,F,Caucasian,Male,2,-1.0,8,High,1
26,F,African-American,Female,5,-1.0,9,High,1
39,F,African-American,Female,1,-1.0,2,Low,0
44,F,African-American,Male,2,-1.0,5,Medium,0
45,M,Caucasian,Male,0,-1.0,2,Low,0
30,F,African-American,Male,1,-1.0,1,Low,0
23,F,Caucasian,Male,6,-1.0,5,Medium,1
42,F,African-American,Male,0,-1.0,1,Low,0
54,M,Caucasian,Male,4,-1.0,2,Low,0
47,F,African-American,Male,7,-1.0,1,Low,1
26,F,Caucasian,Male,0,-3.0,7,Medium,1
29,M,Caucasian,Male,7,-1.0,10,High,1
51,F,Caucasian,Male,7,-1.0,1,Low,1
44,M,African-American,Male,0,0.0,1,Low,0
49,M,Caucasian,Male,12,-24.0,5,Medium,0
22,F,African-American,Male,0,-1.0,8,High,1
32,M,African-American,Male,4,-1.0,4,Low,1
27,M,African-American,Male,0,-1.0,3,Low,0
30,M,Caucasian,Male,0,-1.0,2,Low,0
51,F,Caucasian,Female,5,0.0,5,Medium,0
27,F,African-American,Male,4,-1.0,2,Low,1
32,F,African-American,Male,0,-1.0,7,Medium,1
43,F,African-American,Male,2,-1.0,3,Low,0
37,F,Caucasian,Male,2,-1.0,2,Low,0
26,F,African-American,Male,0,-1.0,4,Low,1
26,M,African-American,Male,0,-1.0,2,Low,0
58,F,African-American,Female,4,-1.0,1,Low,0
22,M,Caucasian,Female,1,-22.0,3,Low,0
21,F,African-American,Male,2,-1.0,10,High,1
31,F,Caucasian,Male,0,0.0,7,Medium,1
43,F,Caucasian,Male,2,-10.0,1,Low,0
23,M,African-American,Male,0,-1.0,7,Medium,0
25,F,Caucasian,Male,0,-1.0,2,Low,0
22,F,African-American,Male,6,-1.0,9,High,0
30,F,African-American,Male,6,-1.0,4,Low,0
25,F,African-American,Male,15,-1.0,9,High,1
20,F,African-American,Male,0,-1.0,7,Medium,1
33,F,African-American,Male,1,-1.0,2,Low,1
59,F,African-American,Male,1,-1.0,4,Low,0
53,F,African-American,Male,8,-1.0,6,Medium,1
34,M,Caucasian,Male,2,-1.0,2,Low,0
36,F,Caucasian,Male,6,-25.0,4,Low,0
23,F,African-American,Male,0,-1.0,3,Low,0
32,M,African-American,Male,2,0.0,8,High,0
32,M,African-American,Male,11,-1.0,9,High,1
24,M,Caucasian,Female,0,-1.0,6,Medium,0
30,F,African-American,Male,7,-1.0,10,High,1
28,M,African-American,Male,1,-1.0,7,Medium,0
43,F,Caucasian,Male,4,0.0,5,Medium,1
35,M,African-American,Male,3,-1.0,2,Low,0
19,F,African-American,Male,2,-21.0,8,High,1
22,M,African-American,Male,1,-1.0,6,Medium,1
29,F,African-American,Male,0,0.0,1,Low,0
23,M,African-American,Female,0,-1.0,4,Low,0
33,M,Caucasian,Female,0,-2.0,2,Low,0
35,M,African-American,Male,1,0.0,4,Low,0
53,F,Caucasian,Male,0,0.0,1,Low,0
59,F,Caucasian,Male,17,-25.0,6,Medium,1
48,M,Caucasian,Female,0,-1.0,1,Low,0
33,F,African-American,Female,1,-10.0,2,Low,0
44,M,Caucasian,Male,0,0.0,1,Low,0
31,F,Caucasian,Male,10,-18.0,2,Low,1
28,F,African-American,Male,2,-1.0,4,Low,1
23,F,African-American,Male,0,0.0,7,Medium,1
26,F,Caucasian,Male,0,0.0,5,Medium,0
22,F,African-American,Male,3,0.0,9,High,0
29,M,African-American,Male,0,-1.0,2,Low,0
20,F,African-American,Male,2,-1.0,9,High,1
44,M,Caucasian,Male,0,-1.0,1,Low,0
41,F,African-American,Male,2,-1.0,5,Medium,0
28,F,African-American,Female,4,0.0,4,Low,0
27,M,Caucasian,Male,1,-1.0,6,Medium,1
31,M,Caucasian,Male,7,-1.0,3,Low,0
26,F,African-American,Male,3,-21.0,3,Low,1
20,F,African-American,Male,0,-1.0,4,Low,0
55,M,Caucasian,Male,2,-1.0,1,Low,1
36,F,African-American,Male,0,0.0,8,High,0
23,M,African-American,Male,1,-1.0,9,High,0
34,F,African-American,Male,19,-1.0,10,High,1
59,F,Caucasian,Female,1,-21.0,1,Low,0
37,F,Caucasian,Male,0,-4.0,2,Low,1
28,F,Caucasian,Female,0,-1.0,4,Low,1
31,F,African-American,Male,0,-1.0,2,Low,0
38,F,African-American,Female,14,-1.0,10,High,1
33,F,African-American,Male,0,-4.0,1,Low,1
27,F,African-American,Male,3,-1.0,8,High,1
25,M,Caucasian,Male,2,0.0,4,Low,1
42,F,African-American,Female,2,-1.0,2,Low,0
22,F,African-American,Male,3,-1.0,8,High,1
45,F,Caucasian,Male,1,0.0,5,Medium,1
21,M,African-American,Female,1,-11.0,3,Low,1
52,M,Caucasian,Male,2,-1.0,1,Low,0
29,M,Caucasian,Male,0,-1.0,3,Low,0
37,M,African-American,Female,0,0.0,4,Low,0
34,F,Caucasian,Male,0,-1.0,2,Low,0
53,M,African-American,Male,0,0.0,1,Low,1
30,F,African-American,Female,8,-1.0,8,High,1
28,F,Caucasian,Male,1,-1.0,4,Low,0
21,F,African-American,Male,1,-1.0,8,High,0
22,F,African-American,Male,1,13.0,7,Medium,0
42,M,Caucasian,Male,1,-1.0,3,Low,1
26,F,African-American,Male,3,0.0,4,Low,1
54,M,African-American,Male,9,0.0,1,Low,0
30,F,African-American,Male,20,0.0,9,High,1
26,F,African-American,Female,1,-1.0,6,Medium,1
41,M,African-American,Male,0,0.0,1,Low,0
23,M,Caucasian,Male,5,0.0,5,Medium,1
43,F,Caucasian,Male,1,-1.0,2,Low,1
22,M,African-American,Male,0,-1.0,3,Low,1
27,F,Caucasian,Female,6,-1.0,3,Low,1
42,M,African-American,Female,2,-1.0,3,Low,0
25,F,African-American,Male,8,0.0,6,Medium,1
49,M,African-American,Male,4,0.0,2,Low,0
52,F,Caucasian,Male,1,-1.0,1,Low,0
60,F,Caucasian,Female,2,-1.0,1,Low,0
23,M,African-American,Female,0,-1.0,6,Medium,0
30,M,African-American,Male,2,-1.0,7,Medium,0
48,F,African-American,Male,9,0.0,6,Medium,1
32,F,African-American,Male,2,0.0,7,Medium,1
24,F,African-American,Male,5,-1.0,7,Medium,1
22,F,African-American,Male,3,20.0,5,Medium,1
44,F,African-American,Male,2,-1.0,2,Low,0
32,F,Caucasian,Male,3,-1.0,4,Low,0
27,M,African-American,Female,1,-1.0,2,Low,0
52,M,African-American,Male,15,0.0,4,Low,1
61,M,Caucasian,Male,3,0.0,2,Low,1
69,M,African-American,Male,3,0.0,1,Low,0
21,F,Caucasian,Female,1,-1.0,6,Medium,0
31,M,Caucasian,Male,2,-1.0,6,Medium,1
19,F,African-American,Male,3,-1.0,4,Low,1
24,M,African-American,Male,12,0.0,9,High,1
24,F,Caucasian,Male,3,-1.0,8,High,1
30,F,Caucasian,Male,6,-1.0,7,Medium,0
43,F,African-American,Male,4,-1.0,1,Low,1
24,F,African-American,Male,4,-1.0,7,Medium,0
30,M,Caucasian,Female,7,-18.0,7,Medium,0
25,F,African-American,Male,5,-1.0,9,High,1
56,F,Caucasian,Female,1,-1.0,8,High,0
21,F,African-American,Male,1,-8.0,8,High,0
31,F,African-American,Male,6,-1.0,10,High,1
23,F,African-American,Female,1,-1.0,9,High,0
30,F,African-American,Male,15,-1.0,10,High,1
64,F,Caucasian,Male,0,-1.0,3,Low,0
21,F,Caucasian,Female,0,-1.0,6,Medium,1
36,F,African-American,Male,5,17.0,3,Low,0
50,F,African-American,Female,1,-1.0,1,Low,0
23,M,African-American,Male,0,0.0,3,Low,1
25,F,Caucasian,Female,5,-3.0,7,Medium,0
54,M,Caucasian,Male,14,-1.0,4,Low,1
25,M,Caucasian,Male,5,-1.0,9,High,1
63,M,Caucasian,Male,0,0.0,1,Low,1
35,M,African-American,Male,2,-1.0,7,Medium,0
25,M,African-American,Male,8,-1.0,10,High,1
33,M,Caucasian,Male,0,-1.0,1,Low,0
29,F,African-American,Male,7,-1.0,3,Low,0
37,M,African-American,Male,12,-1.0,9,High,1
20,M,Caucasian,Female,3,-1.0,10,High,1
32,F,African-American,Male,1,-1.0,2,Low,1
72,M,Caucasian,Male,1,-23.0,1,Low,0
38,F,Caucasian,Male,0,-1.0,1,Low,0
40,F,Caucasian,Male,0,-1.0,2,Low,0
23,F,Caucasian,Male,0,-1.0,3,Low,0
21,F,Caucasian,Male,5,-10.0,8,High,1
27,F,Caucasian,Male,4,0.0,7,Medium,1
55,F,Caucasian,Male,13,-1.0,6,Medium,1
41,M,Caucasian,Female,0,-1.0,1,Low,0
56,M,Caucasian,Male,1,-1.0,1,Low,0
55,M,Caucasian,Male,11,-1.0,7,Medium,0
28,F,African-American,Male,3,-1.0,2,Low,0
53,M,Caucasian,Male,0,-1.0,1,Low,0
27,F,African-American,Male,6,-1.0,5,Medium,1
22,F,Caucasian,Male,0,-1.0,5,Medium,1
22,F,African-American,Female,0,-1.0,4,Low,1
33,M,African-American,Male,7,-1.0,6,Medium,1
34,F,African-American,Male,15,-6.0,7,Medium,0
32,F,African-American,Male,12,-1.0,8,High,0
47,F,African-American,Male,14,-1.0,9,High,1
25,F,African-American,Male,14,-1.0,10,High,1
56,F,Caucasian,Male,0,0.0,1,Low,0
